source,cell,cls,documented,dist_km,gate_km,gated_out,mcut,window,n_post,n_bg,lam_bg_per_day,expected,RR,p_cell,n_null,null_mean,null_p95,sig_primary_Pa,sig_secondary_Pa,sig_primary_Mw_Pa,p_familywise,p_WY_family,p_WY_within_source,p_familywise_within_source
hectormine,little_skull_mtn,B,True,245.3033360668494,96.0,False,2.5,5d,0,0,0.0,0.0,,,416,0.8004807692307693,0.0,181884.99762980785,708493.3104196442,91158.43880038623,,,,
hectormine,little_skull_mtn,B,True,245.3033360668494,96.0,False,2.5,1d,0,0,0.0,0.0,,,416,0.4326923076923077,0.0,181884.99762980785,708493.3104196442,91158.43880038623,,,,
hectormine,cedar_city_ut,B,True,443.3231201842086,96.0,False,1.5,5d,0,3,0.03333333333333333,0.16666666666666666,0.0,1.0,928,1.4378281583631787,9.0,68100.26164270926,330205.207944579,34130.981742002834,1.0,1.0,1.0,1.0
hectormine,cedar_city_ut,B,True,443.3231201842086,96.0,False,1.5,1d,0,3,0.03333333333333333,0.03333333333333333,0.0,1.0,928,1.4021699814428452,0.0,68100.26164270926,330205.207944579,34130.981742002834,1.0,1.0,1.0,1.0
hectormine,cedar_city_ut,B,True,443.3231201842086,96.0,False,2.5,5d,0,0,0.0,0.0,,,217,0.16589861751152074,0.0,68100.26164270926,330205.207944579,34130.981742002834,,,,
hectormine,cedar_city_ut,B,True,443.3231201842086,96.0,False,2.5,1d,0,0,0.0,0.0,,,217,0.0,0.0,68100.26164270926,330205.207944579,34130.981742002834,,,,
hectormine,smith_valley_nv,C,True,544.4770124698647,96.0,False,1.5,5d,0,1,0.011111111111111112,0.05555555555555556,0.0,1.0,768,1.6701460810723534,9.0,48414.84683905558,253302.5678248022,24264.903153754312,1.0,1.0,1.0,1.0
hectormine,smith_valley_nv,C,True,544.4770124698647,96.0,False,1.5,1d,0,1,0.011111111111111112,0.011111111111111112,0.0,1.0,768,1.5285128084772406,1.21054054054054,48414.84683905558,253302.5678248022,24264.903153754312,1.0,1.0,1.0,1.0
hectormine,smith_valley_nv,C,True,544.4770124698647,96.0,False,2.5,5d,0,0,0.0,0.0,,,520,1.466286644060116,1.8385714285713932,48414.84683905558,253302.5678248022,24264.903153754312,,,,
hectormine,smith_valley_nv,C,True,544.4770124698647,96.0,False,2.5,1d,0,0,0.0,0.0,,,520,1.866935335350027,0.0,48414.84683905558,253302.5678248022,24264.903153754312,,,,
hectormine,parkfield,C,False,410.5279859340007,96.0,False,1.5,5d,1,17,0.18888888888888888,0.9444444444444444,1.0588235294117647,0.41521068859198357,972,1.1588390025053132,4.0,77366.97516306181,364620.4635908787,38775.34025608477,1.0,1.0,1.0,1.0
hectormine,parkfield,C,False,410.5279859340007,96.0,False,1.5,1d,0,17,0.18888888888888888,0.18888888888888888,0.0,1.0,972,1.222992136054045,7.646739130434761,77366.97516306181,364620.4635908787,38775.34025608477,1.0,1.0,1.0,1.0
hectormine,parkfield,C,False,410.5279859340007,96.0,False,2.5,5d,0,3,0.03333333333333333,0.16666666666666666,0.0,1.0,841,1.3184304399524376,9.0,77366.97516306181,364620.4635908787,38775.34025608477,1.0,1.0,1.0,1.0
hectormine,parkfield,C,False,410.5279859340007,96.0,False,2.5,1d,0,3,0.03333333333333333,0.03333333333333333,0.0,1.0,841,1.4625445897740785,0.0,77366.97516306181,364620.4635908787,38775.34025608477,1.0,1.0,1.0,1.0
hectormine,mendocino,C,False,967.6759817308465,96.0,False,1.5,5d,2,31,0.34444444444444444,1.7222222222222223,1.161290322580645,0.33607399794450155,972,1.06724565976257,2.805624999999999,18637.72402910259,120631.73098816386,9340.989347254448,1.0,1.0,1.0,1.0
hectormine,mendocino,C,False,967.6759817308465,96.0,False,1.5,1d,0,31,0.34444444444444444,0.34444444444444444,0.0,1.0,972,0.9904707963904074,4.285714285714286,18637.72402910259,120631.73098816386,9340.989347254448,1.0,1.0,1.0,1.0
hectormine,mendocino,C,False,967.6759817308465,96.0,False,2.5,5d,2,4,0.044444444444444446,0.22222222222222224,9.0,0.01644398766700925,972,1.3433287368705158,4.5,18637.72402910259,120631.73098816386,9340.989347254448,0.9743062692702981,0.7923946557040082,0.3545734840698869,0.6361767728674204
hectormine,mendocino,C,False,967.6759817308465,96.0,False,2.5,1d,0,4,0.044444444444444446,0.044444444444444446,0.0,1.0,972,1.122062847940041,10.0,18637.72402910259,120631.73098816386,9340.989347254448,1.0,1.0,1.0,1.0
hectormine,wasatch_slc,C,False,780.1682340682493,96.0,False,1.5,5d,0,2,0.022222222222222223,0.11111111111111112,0.0,1.0,953,1.5129381566605236,9.0,26648.458762333972,159268.6690205305,13355.867327524587,1.0,1.0,1.0,1.0
hectormine,wasatch_slc,C,False,780.1682340682493,96.0,False,1.5,1d,0,2,0.022222222222222223,0.022222222222222223,0.0,1.0,953,1.5376787258951268,7.319999999999993,26648.458762333972,159268.6690205305,13355.867327524587,1.0,1.0,1.0,1.0
hectormine,wasatch_slc,C,False,780.1682340682493,96.0,False,2.5,5d,0,0,0.0,0.0,,,294,0.8559037900874635,6.0,26648.458762333972,159268.6690205305,13355.867327524587,,,,
hectormine,wasatch_slc,C,False,780.1682340682493,96.0,False,2.5,1d,0,0,0.0,0.0,,,294,0.9595481049562683,0.0,26648.458762333972,159268.6690205305,13355.867327524587,,,,
hectormine,san_jacinto,C,False,131.91495734174126,96.0,False,1.5,5d,2,113,1.2555555555555555,6.277777777777778,0.3185840707964602,0.8622816032887975,972,1.061103004555993,2.3684210526315788,509350.2277005911,1577153.2564919866,255279.83156868,1.0,1.0,1.0,1.0
hectormine,san_jacinto,C,False,131.91495734174126,96.0,False,1.5,1d,1,113,1.2555555555555555,1.2555555555555555,0.7964601769911505,0.4316546762589928,972,1.0067589202089031,3.6501030927834974,509350.2277005911,1577153.2564919866,255279.83156868,1.0,1.0,1.0,1.0
hectormine,san_jacinto,C,False,131.91495734174126,96.0,False,2.5,5d,1,6,0.06666666666666667,0.3333333333333333,3.0,0.133492252681764,838,1.3251717256490527,9.0,509350.2277005911,1577153.2564919866,255279.83156868,1.0,1.0,0.9681397738951696,0.9414182939362795
hectormine,san_jacinto,C,False,131.91495734174126,96.0,False,2.5,1d,1,6,0.06666666666666667,0.06666666666666667,15.0,0.033373063170441,838,1.472011282273812,0.0,509350.2277005911,1577153.2564919866,255279.83156868,0.8890030832476875,0.9660842754367934,0.6217882836587872,0.4635149023638232
ridgecrest,long_valley,A,True,237.06747048801356,100.0,False,1.5,5d,14,56,0.6222222222222222,3.111111111111111,4.5,0.03494347379239465,972,1.159240479745277,3.4767857142857066,96475.52488377021,411593.3738018987,96475.52488377021,0.9979445015416238,0.9712230215827338,0.5878725590955807,0.8663926002055499
ridgecrest,long_valley,A,True,237.06747048801356,100.0,False,1.5,1d,3,56,0.6222222222222222,0.6222222222222222,4.821428571428571,0.03905447070914697,972,1.0270029431962853,4.057327001356848,96475.52488377021,411593.3738018987,96475.52488377021,0.9958890030832477,0.9804727646454265,0.6289825282631039,0.8129496402877698
ridgecrest,long_valley,A,True,237.06747048801356,100.0,False,2.5,5d,2,8,0.08888888888888889,0.4444444444444445,4.5,0.11099691675231244,972,1.412414470288863,6.637499999999986,96475.52488377021,411593.3738018987,96475.52488377021,0.9979445015416238,1.0,0.9331963001027749,0.8663926002055499
ridgecrest,long_valley,A,True,237.06747048801356,100.0,False,2.5,1d,0,8,0.08888888888888889,0.08888888888888889,0.0,1.0,972,1.018678553142595,6.923076923076923,96475.52488377021,411593.3738018987,96475.52488377021,1.0,1.0,1.0,1.0
ridgecrest,geysers,A,True,572.3907287667753,100.0,False,1.5,5d,6,301,3.3444444444444446,16.72222222222222,0.3588039867109635,0.9568345323741008,972,1.0239490539374494,1.8045251396648037,22332.375046765635,132016.97230265,22332.375046765635,1.0,1.0,1.0,1.0
